"Notes"	"Census Division"	"Census Division Code"	"2013 Urbanization"	"2013 Urbanization Code"	"Year"	"Year Code"	"Ten-Year Age Groups"	"Ten-Year Age Groups Code"	Deaths	Population	Crude Rate
	"Division 2: Middle Atlantic"	"CENS-D2"	"Medium Metro"	"3"	"2015"	"2015"	"35-44 years"	"35-44"	148	729979	20.3
	"Division 2: Middle Atlantic"	"CENS-D2"	"Medium Metro"	"3"	"2015"	"2015"	"45-54 years"	"45-54"	144	879421	16.4
	"Division 2: Middle Atlantic"	"CENS-D2"	"Medium Metro"	"3"	"2015"	"2015"	"55-64 years"	"55-64"	70	857160	8.2
	"Division 2: Middle Atlantic"	"CENS-D2"	"Medium Metro"	"3"	"2015"	"2015"	"65-74 years"	"65-74"	12	573716	Unreliable
	"Division 2: Middle Atlantic"	"CENS-D2"	"Medium Metro"	"3"	"2015"	"2015"	"75-84 years"	"75-84"	Suppressed	302217	Suppressed
	"Division 2: Middle Atlantic"	"CENS-D2"	"Medium Metro"	"3"	"2015"	"2015"	"85+ years"	"85+"	Suppressed	157245	Suppressed
	"Division 2: Middle Atlantic"	"CENS-D2"	"Medium Metro"	"3"	"2015"	"2015"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
"Total"	"Division 2: Middle Atlantic"	"CENS-D2"	"Medium Metro"	"3"	"2015"	"2015"			684	6226045	11.0
	"Division 2: Middle Atlantic"	"CENS-D2"	"Medium Metro"	"3"	"2016"	"2016"	"< 1 year"	"1"	Suppressed	68015	Suppressed
	"Division 2: Middle Atlantic"	"CENS-D2"	"Medium Metro"	"3"	"2016"	"2016"	"1-4 years"	"1-4"	Suppressed	280482	Suppressed
	"Division 2: Middle Atlantic"	"CENS-D2"	"Medium Metro"	"3"	"2016"	"2016"	"5-14 years"	"5-14"	Suppressed	741511	Suppressed
	"Division 2: Middle Atlantic"	"CENS-D2"	"Medium Metro"	"3"	"2016"	"2016"	"15-24 years"	"15-24"	123	848556	14.5
	"Division 2: Middle Atlantic"	"CENS-D2"	"Medium Metro"	"3"	"2016"	"2016"	"25-34 years"	"25-34"	321	779985	41.2
	"Division 2: Middle Atlantic"	"CENS-D2"	"Medium Metro"	"3"	"2016"	"2016"	"35-44 years"	"35-44"	210	719802	29.2
	"Division 2: Middle Atlantic"	"CENS-D2"	"Medium Metro"	"3"	"2016"	"2016"	"45-54 years"	"45-54"	206	860338	23.9
	"Division 2: Middle Atlantic"	"CENS-D2"	"Medium Metro"	"3"	"2016"	"2016"	"55-64 years"	"55-64"	95	864647	11.0
	"Division 2: Middle Atlantic"	"CENS-D2"	"Medium Metro"	"3"	"2016"	"2016"	"65-74 years"	"65-74"	16	593645	Unreliable
	"Division 2: Middle Atlantic"	"CENS-D2"	"Medium Metro"	"3"	"2016"	"2016"	"75-84 years"	"75-84"	Suppressed	304733	Suppressed
	"Division 2: Middle Atlantic"	"CENS-D2"	"Medium Metro"	"3"	"2016"	"2016"	"85+ years"	"85+"	Suppressed	157538	Suppressed
	"Division 2: Middle Atlantic"	"CENS-D2"	"Medium Metro"	"3"	"2016"	"2016"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
"Total"	"Division 2: Middle Atlantic"	"CENS-D2"	"Medium Metro"	"3"	"2016"	"2016"			977	6219252	15.7
	"Division 2: Middle Atlantic"	"CENS-D2"	"Medium Metro"	"3"	"2017"	"2017"	"< 1 year"	"1"	Suppressed	66952	Suppressed
	"Division 2: Middle Atlantic"	"CENS-D2"	"Medium Metro"	"3"	"2017"	"2017"	"1-4 years"	"1-4"	Suppressed	281071	Suppressed
	"Division 2: Middle Atlantic"	"CENS-D2"	"Medium Metro"	"3"	"2017"	"2017"	"5-14 years"	"5-14"	Suppressed	741410	Suppressed
	"Division 2: Middle Atlantic"	"CENS-D2"	"Medium Metro"	"3"	"2017"	"2017"	"15-24 years"	"15-24"	132	842762	15.7
	"Division 2: Middle Atlantic"	"CENS-D2"	"Medium Metro"	"3"	"2017"	"2017"	"25-34 years"	"25-34"	350	788344	44.4
	"Division 2: Middle Atlantic"	"CENS-D2"	"Medium Metro"	"3"	"2017"	"2017"	"35-44 years"	"35-44"	274	721125	38.0
	"Division 2: Middle Atlantic"	"CENS-D2"	"Medium Metro"	"3"	"2017"	"2017"	"45-54 years"	"45-54"	228	842710	27.1
	"Division 2: Middle Atlantic"	"CENS-D2"	"Medium Metro"	"3"	"2017"	"2017"	"55-64 years"	"55-64"	151	870647	17.3
	"Division 2: Middle Atlantic"	"CENS-D2"	"Medium Metro"	"3"	"2017"	"2017"	"65-74 years"	"65-74"	20	614382	3.3
	"Division 2: Middle Atlantic"	"CENS-D2"	"Medium Metro"	"3"	"2017"	"2017"	"75-84 years"	"75-84"	Suppressed	312143	Suppressed
	"Division 2: Middle Atlantic"	"CENS-D2"	"Medium Metro"	"3"	"2017"	"2017"	"85+ years"	"85+"	Suppressed	158711	Suppressed
	"Division 2: Middle Atlantic"	"CENS-D2"	"Medium Metro"	"3"	"2017"	"2017"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
"Total"	"Division 2: Middle Atlantic"	"CENS-D2"	"Medium Metro"	"3"	"2017"	"2017"			1160	6240257	18.6
"Total"	"Division 2: Middle Atlantic"	"CENS-D2"	"Medium Metro"	"3"					5491	68031237	8.1
	"Division 2: Middle Atlantic"	"CENS-D2"	"Small Metro"	"4"	"2007"	"2007"	"< 1 year"	"1"	Suppressed	26298	Suppressed
	"Division 2: Middle Atlantic"	"CENS-D2"	"Small Metro"	"4"	"2007"	"2007"	"1-4 years"	"1-4"	Suppressed	100185	Suppressed
	"Division 2: Middle Atlantic"	"CENS-D2"	"Small Metro"	"4"	"2007"	"2007"	"5-14 years"	"5-14"	Suppressed	274694	Suppressed
	"Division 2: Middle Atlantic"	"CENS-D2"	"Small Metro"	"4"	"2007"	"2007"	"15-24 years"	"15-24"	10	367924	Unreliable
	"Division 2: Middle Atlantic"	"CENS-D2"	"Small Metro"	"4"	"2007"	"2007"	"25-34 years"	"25-34"	17	257323	Unreliable
	"Division 2: Middle Atlantic"	"CENS-D2"	"Small Metro"	"4"	"2007"	"2007"	"35-44 years"	"35-44"	28	307992	9.1
	"Division 2: Middle Atlantic"	"CENS-D2"	"Small Metro"	"4"	"2007"	"2007"	"45-54 years"	"45-54"	21	342459	6.1
	"Division 2: Middle Atlantic"	"CENS-D2"	"Small Metro"	"4"	"2007"	"2007"	"55-64 years"	"55-64"	Suppressed	270475	Suppressed
	"Division 2: Middle Atlantic"	"CENS-D2"	"Small Metro"	"4"	"2007"	"2007"	"65-74 years"	"65-74"	Suppressed	167904	Suppressed
	"Division 2: Middle Atlantic"	"CENS-D2"	"Small Metro"	"4"	"2007"	"2007"	"75-84 years"	"75-84"	Suppressed	121732	Suppressed
	"Division 2: Middle Atlantic"	"CENS-D2"	"Small Metro"	"4"	"2007"	"2007"	"85+ years"	"85+"	Suppressed	48378	Suppressed
	"Division 2: Middle Atlantic"	"CENS-D2"	"Small Metro"	"4"	"2007"	"2007"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
"Total"	"Division 2: Middle Atlantic"	"CENS-D2"	"Small Metro"	"4"	"2007"	"2007"			83	2285364	3.6
	"Division 2: Middle Atlantic"	"CENS-D2"	"Small Metro"	"4"	"2008"	"2008"	"< 1 year"	"1"	Suppressed	26430	Suppressed
	"Division 2: Middle Atlantic"	"CENS-D2"	"Small Metro"	"4"	"2008"	"2008"	"1-4 years"	"1-4"	Suppressed	101848	Suppressed
	"Division 2: Middle Atlantic"	"CENS-D2"	"Small Metro"	"4"	"2008"	"2008"	"5-14 years"	"5-14"	Suppressed	271856	Suppressed
	"Division 2: Middle Atlantic"	"CENS-D2"	"Small Metro"	"4"	"2008"	"2008"	"15-24 years"	"15-24"	22	367751	6.0
	"Division 2: Middle Atlantic"	"CENS-D2"	"Small Metro"	"4"	"2008"	"2008"	"25-34 years"	"25-34"	15	259890	Unreliable
	"Division 2: Middle Atlantic"	"CENS-D2"	"Small Metro"	"4"	"2008"	"2008"	"35-44 years"	"35-44"	25	299864	8.3
	"Division 2: Middle Atlantic"	"CENS-D2"	"Small Metro"	"4"	"2008"	"2008"	"45-54 years"	"45-54"	27	344803	7.8
	"Division 2: Middle Atlantic"	"CENS-D2"	"Small Metro"	"4"	"2008"	"2008"	"55-64 years"	"55-64"	11	277160	Unreliable
	"Division 2: Middle Atlantic"	"CENS-D2"	"Small Metro"	"4"	"2008"	"2008"	"65-74 years"	"65-74"	Suppressed	174247	Suppressed
	"Division 2: Middle Atlantic"	"CENS-D2"	"Small Metro"	"4"	"2008"	"2008"	"75-84 years"	"75-84"	Suppressed	120874	Suppressed
	"Division 2: Middle Atlantic"	"CENS-D2"	"Small Metro"	"4"	"2008"	"2008"	"85+ years"	"85+"	Suppressed	49808	Suppressed
	"Division 2: Middle Atlantic"	"CENS-D2"	"Small Metro"	"4"	"2008"	"2008"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
"Total"	"Division 2: Middle Atlantic"	"CENS-D2"	"Small Metro"	"4"	"2008"	"2008"			105	2294531	4.6
	"Division 2: Middle Atlantic"	"CENS-D2"	"Small Metro"	"4"	"2009"	"2009"	"< 1 year"	"1"	Suppressed	25529	Suppressed
	"Division 2: Middle Atlantic"	"CENS-D2"	"Small Metro"	"4"	"2009"	"2009"	"1-4 years"	"1-4"	Suppressed	103257	Suppressed
	"Division 2: Middle Atlantic"	"CENS-D2"	"Small Metro"	"4"	"2009"	"2009"	"5-14 years"	"5-14"	Suppressed	270393	Suppressed
	"Division 2: Middle Atlantic"	"CENS-D2"	"Small Metro"	"4"	"2009"	"2009"	"15-24 years"	"15-24"	18	367423	Unreliable
	"Division 2: Middle Atlantic"	"CENS-D2"	"Small Metro"	"4"	"2009"	"2009"	"25-34 years"	"25-34"	30	262155	11.4
	"Division 2: Middle Atlantic"	"CENS-D2"	"Small Metro"	"4"	"2009"	"2009"	"35-44 years"	"35-44"	17	289935	Unreliable
	"Division 2: Middle Atlantic"	"CENS-D2"	"Small Metro"	"4"	"2009"	"2009"	"45-54 years"	"45-54"	20	346354	5.8
	"Division 2: Middle Atlantic"	"CENS-D2"	"Small Metro"	"4"	"2009"	"2009"	"55-64 years"	"55-64"	Suppressed	286524	Suppressed
	"Division 2: Middle Atlantic"	"CENS-D2"	"Small Metro"	"4"	"2009"	"2009"	"65-74 years"	"65-74"	Suppressed	178714	Suppressed
	"Division 2: Middle Atlantic"	"CENS-D2"	"Small Metro"	"4"	"2009"	"2009"	"75-84 years"	"75-84"	Suppressed	119304	Suppressed
	"Division 2: Middle Atlantic"	"CENS-D2"	"Small Metro"	"4"	"2009"	"2009"	"85+ years"	"85+"	Suppressed	51258	Suppressed
	"Division 2: Middle Atlantic"	"CENS-D2"	"Small Metro"	"4"	"2009"	"2009"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
"Total"	"Division 2: Middle Atlantic"	"CENS-D2"	"Small Metro"	"4"	"2009"	"2009"			94	2300846	4.1
	"Division 2: Middle Atlantic"	"CENS-D2"	"Small Metro"	"4"	"2010"	"2010"	"< 1 year"	"1"	Suppressed	24730	Suppressed
	"Division 2: Middle Atlantic"	"CENS-D2"	"Small Metro"	"4"	"2010"	"2010"	"1-4 years"	"1-4"	Suppressed	103567	Suppressed
	"Division 2: Middle Atlantic"	"CENS-D2"	"Small Metro"	"4"	"2010"	"2010"	"5-14 years"	"5-14"	Suppressed	269127	Suppressed
	"Division 2: Middle Atlantic"	"CENS-D2"	"Small Metro"	"4"	"2010"	"2010"	"15-24 years"	"15-24"	14	366388	Unreliable
	"Division 2: Middle Atlantic"	"CENS-D2"	"Small Metro"	"4"	"2010"	"2010"	"25-34 years"	"25-34"	25	264031	9.5
	"Division 2: Middle Atlantic"	"CENS-D2"	"Small Metro"	"4"	"2010"	"2010"	"35-44 years"	"35-44"	21	283702	7.4
	"Division 2: Middle Atlantic"	"CENS-D2"	"Small Metro"	"4"	"2010"	"2010"	"45-54 years"	"45-54"	18	346073	Unreliable
	"Division 2: Middle Atlantic"	"CENS-D2"	"Small Metro"	"4"	"2010"	"2010"	"55-64 years"	"55-64"	Suppressed	294331	Suppressed
	"Division 2: Middle Atlantic"	"CENS-D2"	"Small Metro"	"4"	"2010"	"2010"	"65-74 years"	"65-74"	Suppressed	181530	Suppressed
	"Division 2: Middle Atlantic"	"CENS-D2"	"Small Metro"	"4"	"2010"	"2010"	"75-84 years"	"75-84"	Suppressed	118801	Suppressed
	"Division 2: Middle Atlantic"	"CENS-D2"	"Small Metro"	"4"	"2010"	"2010"	"85+ years"	"85+"	Suppressed	52513	Suppressed
	"Division 2: Middle Atlantic"	"CENS-D2"	"Small Metro"	"4"	"2010"	"2010"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
"Total"	"Division 2: Middle Atlantic"	"CENS-D2"	"Small Metro"	"4"	"2010"	"2010"			86	2304793	3.7
	"Division 2: Middle Atlantic"	"CENS-D2"	"Small Metro"	"4"	"2011"	"2011"	"< 1 year"	"1"	Suppressed	24349	Suppressed
	"Division 2: Middle Atlantic"	"CENS-D2"	"Small Metro"	"4"	"2011"	"2011"	"1-4 years"	"1-4"	Suppressed	101835	Suppressed
	"Division 2: Middle Atlantic"	"CENS-D2"	"Small Metro"	"4"	"2011"	"2011"	"5-14 years"	"5-14"	Suppressed	265612	Suppressed
	"Division 2: Middle Atlantic"	"CENS-D2"	"Small Metro"	"4"	"2011"	"2011"	"15-24 years"	"15-24"	15	370843	Unreliable
	"Division 2: Middle Atlantic"	"CENS-D2"	"Small Metro"	"4"	"2011"	"2011"	"25-34 years"	"25-34"	37	266952	13.9
	"Division 2: Middle Atlantic"	"CENS-D2"	"Small Metro"	"4"	"2011"	"2011"	"35-44 years"	"35-44"	25	274664	9.1
	"Division 2: Middle Atlantic"	"CENS-D2"	"Small Metro"	"4"	"2011"	"2011"	"45-54 years"	"45-54"	31	339932	9.1
	"Division 2: Middle Atlantic"	"CENS-D2"	"Small Metro"	"4"	"2011"	"2011"	"55-64 years"	"55-64"	14	305522	Unreliable
	"Division 2: Middle Atlantic"	"CENS-D2"	"Small Metro"	"4"	"2011"	"2011"	"65-74 years"	"65-74"	Suppressed	185948	Suppressed
	"Division 2: Middle Atlantic"	"CENS-D2"	"Small Metro"	"4"	"2011"	"2011"	"75-84 years"	"75-84"	Suppressed	118430	Suppressed
	"Division 2: Middle Atlantic"	"CENS-D2"	"Small Metro"	"4"	"2011"	"2011"	"85+ years"	"85+"	Suppressed	54106	Suppressed
	"Division 2: Middle Atlantic"	"CENS-D2"	"Small Metro"	"4"	"2011"	"2011"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
"Total"	"Division 2: Middle Atlantic"	"CENS-D2"	"Small Metro"	"4"	"2011"	"2011"			123	2308193	5.3
	"Division 2: Middle Atlantic"	"CENS-D2"	"Small Metro"	"4"	"2012"	"2012"	"< 1 year"	"1"	Suppressed	23923	Suppressed
	"Division 2: Middle Atlantic"	"CENS-D2"	"Small Metro"	"4"	"2012"	"2012"	"1-4 years"	"1-4"	Suppressed	100807	Suppressed
	"Division 2: Middle Atlantic"	"CENS-D2"	"Small Metro"	"4"	"2012"	"2012"	"5-14 years"	"5-14"	Suppressed	264508	Suppressed
	"Division 2: Middle Atlantic"	"CENS-D2"	"Small Metro"	"4"	"2012"	"2012"	"15-24 years"	"15-24"	22	365388	6.0
	"Division 2: Middle Atlantic"	"CENS-D2"	"Small Metro"	"4"	"2012"	"2012"	"25-34 years"	"25-34"	40	270805	14.8
	"Division 2: Middle Atlantic"	"CENS-D2"	"Small Metro"	"4"	"2012"	"2012"	"35-44 years"	"35-44"	28	270481	10.4
	"Division 2: Middle Atlantic"	"CENS-D2"	"Small Metro"	"4"	"2012"	"2012"	"45-54 years"	"45-54"	31	333167	9.3
	"Division 2: Middle Atlantic"	"CENS-D2"	"Small Metro"	"4"	"2012"	"2012"	"55-64 years"	"55-64"	13	307508	Unreliable
	"Division 2: Middle Atlantic"	"CENS-D2"	"Small Metro"	"4"	"2012"	"2012"	"65-74 years"	"65-74"	Suppressed	198074	Suppressed
	"Division 2: Middle Atlantic"	"CENS-D2"	"Small Metro"	"4"	"2012"	"2012"	"75-84 years"	"75-84"	Suppressed	117890	Suppressed
	"Division 2: Middle Atlantic"	"CENS-D2"	"Small Metro"	"4"	"2012"	"2012"	"85+ years"	"85+"	Suppressed	55159	Suppressed
	"Division 2: Middle Atlantic"	"CENS-D2"	"Small Metro"	"4"	"2012"	"2012"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
"Total"	"Division 2: Middle Atlantic"	"CENS-D2"	"Small Metro"	"4"	"2012"	"2012"			139	2307710	6.0
	"Division 2: Middle Atlantic"	"CENS-D2"	"Small Metro"	"4"	"2013"	"2013"	"< 1 year"	"1"	Suppressed	24474	Suppressed
	"Division 2: Middle Atlantic"	"CENS-D2"	"Small Metro"	"4"	"2013"	"2013"	"1-4 years"	"1-4"	Suppressed	99806	Suppressed
	"Division 2: Middle Atlantic"	"CENS-D2"	"Small Metro"	"4"	"2013"	"2013"	"5-14 years"	"5-14"	Suppressed	262527	Suppressed
	"Division 2: Middle Atlantic"	"CENS-D2"	"Small Metro"	"4"	"2013"	"2013"	"15-24 years"	"15-24"	19	360786	Unreliable
	"Division 2: Middle Atlantic"	"CENS-D2"	"Small Metro"	"4"	"2013"	"2013"	"25-34 years"	"25-34"	57	273162	20.9
	"Division 2: Middle Atlantic"	"CENS-D2"	"Small Metro"	"4"	"2013"	"2013"	"35-44 years"	"35-44"	35	264839	13.2
	"Division 2: Middle Atlantic"	"CENS-D2"	"Small Metro"	"4"	"2013"	"2013"	"45-54 years"	"45-54"	56	324992	17.2
	"Division 2: Middle Atlantic"	"CENS-D2"	"Small Metro"	"4"	"2013"	"2013"	"55-64 years"	"55-64"	24	310990	7.7
	"Division 2: Middle Atlantic"	"CENS-D2"	"Small Metro"	"4"	"2013"	"2013"	"65-74 years"	"65-74"	Suppressed	207107	Suppressed
	"Division 2: Middle Atlantic"	"CENS-D2"	"Small Metro"	"4"	"2013"	"2013"	"75-84 years"	"75-84"	Suppressed	117450	Suppressed
	"Division 2: Middle Atlantic"	"CENS-D2"	"Small Metro"	"4"	"2013"	"2013"	"85+ years"	"85+"	Suppressed	56501	Suppressed
	"Division 2: Middle Atlantic"	"CENS-D2"	"Small Metro"	"4"	"2013"	"2013"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
"Total"	"Division 2: Middle Atlantic"	"CENS-D2"	"Small Metro"	"4"	"2013"	"2013"			197	2302634	8.6
	"Division 2: Middle Atlantic"	"CENS-D2"	"Small Metro"	"4"	"2014"	"2014"	"< 1 year"	"1"	Suppressed	24212	Suppressed
	"Division 2: Middle Atlantic"	"CENS-D2"	"Small Metro"	"4"	"2014"	"2014"	"1-4 years"	"1-4"	Suppressed	99510	Suppressed
	"Division 2: Middle Atlantic"	"CENS-D2"	"Small Metro"	"4"	"2014"	"2014"	"5-14 years"	"5-14"	Suppressed	260149	Suppressed
	"Division 2: Middle Atlantic"	"CENS-D2"	"Small Metro"	"4"	"2014"	"2014"	"15-24 years"	"15-24"	28	358728	7.8
	"Division 2: Middle Atlantic"	"CENS-D2"	"Small Metro"	"4"	"2014"	"2014"	"25-34 years"	"25-34"	53	276669	19.2
	"Division 2: Middle Atlantic"	"CENS-D2"	"Small Metro"	"4"	"2014"	"2014"	"35-44 years"	"35-44"	54	260438	20.7
	"Division 2: Middle Atlantic"	"CENS-D2"	"Small Metro"	"4"	"2014"	"2014"	"45-54 years"	"45-54"	54	317753	17.0
	"Division 2: Middle Atlantic"	"CENS-D2"	"Small Metro"	"4"	"2014"	"2014"	"55-64 years"	"55-64"	34	314483	10.8
	"Division 2: Middle Atlantic"	"CENS-D2"	"Small Metro"	"4"	"2014"	"2014"	"65-74 years"	"65-74"	Suppressed	214938	Suppressed
	"Division 2: Middle Atlantic"	"CENS-D2"	"Small Metro"	"4"	"2014"	"2014"	"75-84 years"	"75-84"	Suppressed	117757	Suppressed
	"Division 2: Middle Atlantic"	"CENS-D2"	"Small Metro"	"4"	"2014"	"2014"	"85+ years"	"85+"	Suppressed	56648	Suppressed
	"Division 2: Middle Atlantic"	"CENS-D2"	"Small Metro"	"4"	"2014"	"2014"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
"Total"	"Division 2: Middle Atlantic"	"CENS-D2"	"Small Metro"	"4"	"2014"	"2014"			226	2301285	9.8
	"Division 2: Middle Atlantic"	"CENS-D2"	"Small Metro"	"4"	"2015"	"2015"	"< 1 year"	"1"	Suppressed	23909	Suppressed
	"Division 2: Middle Atlantic"	"CENS-D2"	"Small Metro"	"4"	"2015"	"2015"	"1-4 years"	"1-4"	Suppressed	98575	Suppressed
	"Division 2: Middle Atlantic"	"CENS-D2"	"Small Metro"	"4"	"2015"	"2015"	"5-14 years"	"5-14"	Suppressed	256299	Suppressed
	"Division 2: Middle Atlantic"	"CENS-D2"	"Small Metro"	"4"	"2015"	"2015"	"15-24 years"	"15-24"	30	352482	8.5
	"Division 2: Middle Atlantic"	"CENS-D2"	"Small Metro"	"4"	"2015"	"2015"	"25-34 years"	"25-34"	81	280487	28.9
	"Division 2: Middle Atlantic"	"CENS-D2"	"Small Metro"	"4"	"2015"	"2015"	"35-44 years"	"35-44"	52	257036	20.2
	"Division 2: Middle Atlantic"	"CENS-D2"	"Small Metro"	"4"	"2015"	"2015"	"45-54 years"	"45-54"	54	311284	17.3
	"Division 2: Middle Atlantic"	"CENS-D2"	"Small Metro"	"4"	"2015"	"2015"	"55-64 years"	"55-64"	27	318257	8.5
	"Division 2: Middle Atlantic"	"CENS-D2"	"Small Metro"	"4"	"2015"	"2015"	"65-74 years"	"65-74"	Suppressed	223161	Suppressed
	"Division 2: Middle Atlantic"	"CENS-D2"	"Small Metro"	"4"	"2015"	"2015"	"75-84 years"	"75-84"	Suppressed	118040	Suppressed
	"Division 2: Middle Atlantic"	"CENS-D2"	"Small Metro"	"4"	"2015"	"2015"	"85+ years"	"85+"	Suppressed	57022	Suppressed
	"Division 2: Middle Atlantic"	"CENS-D2"	"Small Metro"	"4"	"2015"	"2015"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
"Total"	"Division 2: Middle Atlantic"	"CENS-D2"	"Small Metro"	"4"	"2015"	"2015"			252	2296552	11.0
	"Division 2: Middle Atlantic"	"CENS-D2"	"Small Metro"	"4"	"2016"	"2016"	"< 1 year"	"1"	Suppressed	23535	Suppressed
	"Division 2: Middle Atlantic"	"CENS-D2"	"Small Metro"	"4"	"2016"	"2016"	"1-4 years"	"1-4"	Suppressed	96319	Suppressed
	"Division 2: Middle Atlantic"	"CENS-D2"	"Small Metro"	"4"	"2016"	"2016"	"5-14 years"	"5-14"	Suppressed	254511	Suppressed
	"Division 2: Middle Atlantic"	"CENS-D2"	"Small Metro"	"4"	"2016"	"2016"	"15-24 years"	"15-24"	56	346757	16.1
	"Division 2: Middle Atlantic"	"CENS-D2"	"Small Metro"	"4"	"2016"	"2016"	"25-34 years"	"25-34"	144	280868	51.3
	"Division 2: Middle Atlantic"	"CENS-D2"	"Small Metro"	"4"	"2016"	"2016"	"35-44 years"	"35-44"	94	251827	37.3
	"Division 2: Middle Atlantic"	"CENS-D2"	"Small Metro"	"4"	"2016"	"2016"	"45-54 years"	"45-54"	67	303671	22.1
	"Division 2: Middle Atlantic"	"CENS-D2"	"Small Metro"	"4"	"2016"	"2016"	"55-64 years"	"55-64"	28	320206	8.7
	"Division 2: Middle Atlantic"	"CENS-D2"	"Small Metro"	"4"	"2016"	"2016"	"65-74 years"	"65-74"	Suppressed	230503	Suppressed
	"Division 2: Middle Atlantic"	"CENS-D2"	"Small Metro"	"4"	"2016"	"2016"	"75-84 years"	"75-84"	Suppressed	119455	Suppressed
	"Division 2: Middle Atlantic"	"CENS-D2"	"Small Metro"	"4"	"2016"	"2016"	"85+ years"	"85+"	Suppressed	57309	Suppressed
	"Division 2: Middle Atlantic"	"CENS-D2"	"Small Metro"	"4"	"2016"	"2016"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
"Total"	"Division 2: Middle Atlantic"	"CENS-D2"	"Small Metro"	"4"	"2016"	"2016"			400	2284961	17.5
	"Division 2: Middle Atlantic"	"CENS-D2"	"Small Metro"	"4"	"2017"	"2017"	"< 1 year"	"1"	Suppressed	22937	Suppressed
	"Division 2: Middle Atlantic"	"CENS-D2"	"Small Metro"	"4"	"2017"	"2017"	"1-4 years"	"1-4"	Suppressed	95763	Suppressed
	"Division 2: Middle Atlantic"	"CENS-D2"	"Small Metro"	"4"	"2017"	"2017"	"5-14 years"	"5-14"	Suppressed	253039	Suppressed
	"Division 2: Middle Atlantic"	"CENS-D2"	"Small Metro"	"4"	"2017"	"2017"	"15-24 years"	"15-24"	35	342796	10.2
	"Division 2: Middle Atlantic"	"CENS-D2"	"Small Metro"	"4"	"2017"	"2017"	"25-34 years"	"25-34"	122	281371	43.4
	"Division 2: Middle Atlantic"	"CENS-D2"	"Small Metro"	"4"	"2017"	"2017"	"35-44 years"	"35-44"	119	251411	47.3
	"Division 2: Middle Atlantic"	"CENS-D2"	"Small Metro"	"4"	"2017"	"2017"	"45-54 years"	"45-54"	84	295164	28.5
	"Division 2: Middle Atlantic"	"CENS-D2"	"Small Metro"	"4"	"2017"	"2017"	"55-64 years"	"55-64"	46	321385	14.3
	"Division 2: Middle Atlantic"	"CENS-D2"	"Small Metro"	"4"	"2017"	"2017"	"65-74 years"	"65-74"	Suppressed	236696	Suppressed
	"Division 2: Middle Atlantic"	"CENS-D2"	"Small Metro"	"4"	"2017"	"2017"	"75-84 years"	"75-84"	Suppressed	121807	Suppressed
	"Division 2: Middle Atlantic"	"CENS-D2"	"Small Metro"	"4"	"2017"	"2017"	"85+ years"	"85+"	Suppressed	57640	Suppressed
	"Division 2: Middle Atlantic"	"CENS-D2"	"Small Metro"	"4"	"2017"	"2017"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
"Total"	"Division 2: Middle Atlantic"	"CENS-D2"	"Small Metro"	"4"	"2017"	"2017"			414	2280009	18.2
"Total"	"Division 2: Middle Atlantic"	"CENS-D2"	"Small Metro"	"4"					2119	25266878	8.4
	"Division 2: Middle Atlantic"	"CENS-D2"	"Micropolitan (Nonmetro)"	"5"	"2007"	"2007"	"< 1 year"	"1"	Suppressed	23777	Suppressed
	"Division 2: Middle Atlantic"	"CENS-D2"	"Micropolitan (Nonmetro)"	"5"	"2007"	"2007"	"1-4 years"	"1-4"	Suppressed	90254	Suppressed
	"Division 2: Middle Atlantic"	"CENS-D2"	"Micropolitan (Nonmetro)"	"5"	"2007"	"2007"	"5-14 years"	"5-14"	Suppressed	255020	Suppressed
	"Division 2: Middle Atlantic"	"CENS-D2"	"Micropolitan (Nonmetro)"	"5"	"2007"	"2007"	"15-24 years"	"15-24"	19	306261	Unreliable
	"Division 2: Middle Atlantic"	"CENS-D2"	"Micropolitan (Nonmetro)"	"5"	"2007"	"2007"	"25-34 years"	"25-34"	18	226698	Unreliable
	"Division 2: Middle Atlantic"	"CENS-D2"	"Micropolitan (Nonmetro)"	"5"	"2007"	"2007"	"35-44 years"	"35-44"	16	285361	Unreliable
	"Division 2: Middle Atlantic"	"CENS-D2"	"Micropolitan (Nonmetro)"	"5"	"2007"	"2007"	"45-54 years"	"45-54"	23	325416	7.1
	"Division 2: Middle Atlantic"	"CENS-D2"	"Micropolitan (Nonmetro)"	"5"	"2007"	"2007"	"55-64 years"	"55-64"	Suppressed	260855	Suppressed
