"Notes"	"Census Division"	"Census Division Code"	"Ten-Year Age Groups"	"Ten-Year Age Groups Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate
	"Division 8: Mountain"	"CENS-D8"	"Not Stated"	"NS"	"2013"	"2013"	Suppressed	Not Applicable	Not Applicable
	"Division 8: Mountain"	"CENS-D8"	"Not Stated"	"NS"	"2014"	"2014"	Suppressed	Not Applicable	Not Applicable
	"Division 8: Mountain"	"CENS-D8"	"Not Stated"	"NS"	"2015"	"2015"	Suppressed	Not Applicable	Not Applicable
	"Division 8: Mountain"	"CENS-D8"	"Not Stated"	"NS"	"2016"	"2016"	Suppressed	Not Applicable	Not Applicable
	"Division 8: Mountain"	"CENS-D8"	"Not Stated"	"NS"	"2017"	"2017"	Suppressed	Not Applicable	Not Applicable
	"Division 8: Mountain"	"CENS-D8"	"Not Stated"	"NS"	"2018"	"2018"	Suppressed	Not Applicable	Not Applicable
	"Division 9: Pacific"	"CENS-D9"	"< 1 year"	"1"	"2007"	"2007"	Suppressed	693663	Suppressed
	"Division 9: Pacific"	"CENS-D9"	"< 1 year"	"1"	"2008"	"2008"	Suppressed	695688	Suppressed
	"Division 9: Pacific"	"CENS-D9"	"< 1 year"	"1"	"2009"	"2009"	Suppressed	665319	Suppressed
	"Division 9: Pacific"	"CENS-D9"	"< 1 year"	"1"	"2010"	"2010"	Suppressed	655708	Suppressed
	"Division 9: Pacific"	"CENS-D9"	"< 1 year"	"1"	"2011"	"2011"	Suppressed	669667	Suppressed
	"Division 9: Pacific"	"CENS-D9"	"< 1 year"	"1"	"2012"	"2012"	Suppressed	672462	Suppressed
	"Division 9: Pacific"	"CENS-D9"	"< 1 year"	"1"	"2013"	"2013"	Suppressed	664680	Suppressed
	"Division 9: Pacific"	"CENS-D9"	"< 1 year"	"1"	"2014"	"2014"	Suppressed	667048	Suppressed
	"Division 9: Pacific"	"CENS-D9"	"< 1 year"	"1"	"2015"	"2015"	Suppressed	667453	Suppressed
	"Division 9: Pacific"	"CENS-D9"	"< 1 year"	"1"	"2016"	"2016"	Suppressed	666269	Suppressed
	"Division 9: Pacific"	"CENS-D9"	"< 1 year"	"1"	"2017"	"2017"	Suppressed	654624	Suppressed
	"Division 9: Pacific"	"CENS-D9"	"< 1 year"	"1"	"2018"	"2018"	Suppressed	641130	Suppressed
	"Division 9: Pacific"	"CENS-D9"	"1-4 years"	"1-4"	"2007"	"2007"	Suppressed	2640745	Suppressed
	"Division 9: Pacific"	"CENS-D9"	"1-4 years"	"1-4"	"2008"	"2008"	Suppressed	2669226	Suppressed
	"Division 9: Pacific"	"CENS-D9"	"1-4 years"	"1-4"	"2009"	"2009"	Suppressed	2694726	Suppressed
	"Division 9: Pacific"	"CENS-D9"	"1-4 years"	"1-4"	"2010"	"2010"	Suppressed	2694241	Suppressed
	"Division 9: Pacific"	"CENS-D9"	"1-4 years"	"1-4"	"2011"	"2011"	Suppressed	2692400	Suppressed
	"Division 9: Pacific"	"CENS-D9"	"1-4 years"	"1-4"	"2012"	"2012"	Suppressed	2688648	Suppressed
	"Division 9: Pacific"	"CENS-D9"	"1-4 years"	"1-4"	"2013"	"2013"	Suppressed	2663660	Suppressed
	"Division 9: Pacific"	"CENS-D9"	"1-4 years"	"1-4"	"2014"	"2014"	Suppressed	2670900	Suppressed
	"Division 9: Pacific"	"CENS-D9"	"1-4 years"	"1-4"	"2015"	"2015"	Suppressed	2667872	Suppressed
	"Division 9: Pacific"	"CENS-D9"	"1-4 years"	"1-4"	"2016"	"2016"	Suppressed	2657892	Suppressed
	"Division 9: Pacific"	"CENS-D9"	"1-4 years"	"1-4"	"2017"	"2017"	Suppressed	2655262	Suppressed
	"Division 9: Pacific"	"CENS-D9"	"1-4 years"	"1-4"	"2018"	"2018"	Suppressed	2637904	Suppressed
	"Division 9: Pacific"	"CENS-D9"	"5-14 years"	"5-14"	"2007"	"2007"	Suppressed	6661672	Suppressed
	"Division 9: Pacific"	"CENS-D9"	"5-14 years"	"5-14"	"2008"	"2008"	Suppressed	6651637	Suppressed
	"Division 9: Pacific"	"CENS-D9"	"5-14 years"	"5-14"	"2009"	"2009"	Suppressed	6675495	Suppressed
	"Division 9: Pacific"	"CENS-D9"	"5-14 years"	"5-14"	"2010"	"2010"	Suppressed	6711249	Suppressed
	"Division 9: Pacific"	"CENS-D9"	"5-14 years"	"5-14"	"2011"	"2011"	Suppressed	6709826	Suppressed
	"Division 9: Pacific"	"CENS-D9"	"5-14 years"	"5-14"	"2012"	"2012"	Suppressed	6710290	Suppressed
	"Division 9: Pacific"	"CENS-D9"	"5-14 years"	"5-14"	"2013"	"2013"	Suppressed	6726212	Suppressed
	"Division 9: Pacific"	"CENS-D9"	"5-14 years"	"5-14"	"2014"	"2014"	Suppressed	6720034	Suppressed
	"Division 9: Pacific"	"CENS-D9"	"5-14 years"	"5-14"	"2015"	"2015"	Suppressed	6711644	Suppressed
	"Division 9: Pacific"	"CENS-D9"	"5-14 years"	"5-14"	"2016"	"2016"	Suppressed	6721941	Suppressed
	"Division 9: Pacific"	"CENS-D9"	"5-14 years"	"5-14"	"2017"	"2017"	Suppressed	6733315	Suppressed
	"Division 9: Pacific"	"CENS-D9"	"5-14 years"	"5-14"	"2018"	"2018"	Suppressed	6729020	Suppressed
	"Division 9: Pacific"	"CENS-D9"	"15-24 years"	"15-24"	"2007"	"2007"	224	7161987	3.1
	"Division 9: Pacific"	"CENS-D9"	"15-24 years"	"15-24"	"2008"	"2008"	286	7230864	4.0
	"Division 9: Pacific"	"CENS-D9"	"15-24 years"	"15-24"	"2009"	"2009"	262	7284929	3.6
	"Division 9: Pacific"	"CENS-D9"	"15-24 years"	"15-24"	"2010"	"2010"	299	7309820	4.1
	"Division 9: Pacific"	"CENS-D9"	"15-24 years"	"15-24"	"2011"	"2011"	322	7352574	4.4
	"Division 9: Pacific"	"CENS-D9"	"15-24 years"	"15-24"	"2012"	"2012"	288	7375184	3.9
	"Division 9: Pacific"	"CENS-D9"	"15-24 years"	"15-24"	"2013"	"2013"	253	7331959	3.5
	"Division 9: Pacific"	"CENS-D9"	"15-24 years"	"15-24"	"2014"	"2014"	284	7298676	3.9
	"Division 9: Pacific"	"CENS-D9"	"15-24 years"	"15-24"	"2015"	"2015"	277	7227801	3.8
	"Division 9: Pacific"	"CENS-D9"	"15-24 years"	"15-24"	"2016"	"2016"	334	7119933	4.7
	"Division 9: Pacific"	"CENS-D9"	"15-24 years"	"15-24"	"2017"	"2017"	324	7038337	4.6
	"Division 9: Pacific"	"CENS-D9"	"15-24 years"	"15-24"	"2018"	"2018"	328	6965488	4.7
	"Division 9: Pacific"	"CENS-D9"	"25-34 years"	"25-34"	"2007"	"2007"	433	6819970	6.3
	"Division 9: Pacific"	"CENS-D9"	"25-34 years"	"25-34"	"2008"	"2008"	457	6911559	6.6
	"Division 9: Pacific"	"CENS-D9"	"25-34 years"	"25-34"	"2009"	"2009"	531	7004763	7.6
	"Division 9: Pacific"	"CENS-D9"	"25-34 years"	"25-34"	"2010"	"2010"	521	7064260	7.4
	"Division 9: Pacific"	"CENS-D9"	"25-34 years"	"25-34"	"2011"	"2011"	579	7204363	8.0
	"Division 9: Pacific"	"CENS-D9"	"25-34 years"	"25-34"	"2012"	"2012"	570	7301996	7.8
	"Division 9: Pacific"	"CENS-D9"	"25-34 years"	"25-34"	"2013"	"2013"	587	7443530	7.9
	"Division 9: Pacific"	"CENS-D9"	"25-34 years"	"25-34"	"2014"	"2014"	631	7618324	8.3
	"Division 9: Pacific"	"CENS-D9"	"25-34 years"	"25-34"	"2015"	"2015"	667	7781972	8.6
	"Division 9: Pacific"	"CENS-D9"	"25-34 years"	"25-34"	"2016"	"2016"	690	7902055	8.7
	"Division 9: Pacific"	"CENS-D9"	"25-34 years"	"25-34"	"2017"	"2017"	849	8054965	10.5
	"Division 9: Pacific"	"CENS-D9"	"25-34 years"	"25-34"	"2018"	"2018"	927	8115512	11.4
	"Division 9: Pacific"	"CENS-D9"	"35-44 years"	"35-44"	"2007"	"2007"	646	7051644	9.2
	"Division 9: Pacific"	"CENS-D9"	"35-44 years"	"35-44"	"2008"	"2008"	654	6974853	9.4
	"Division 9: Pacific"	"CENS-D9"	"35-44 years"	"35-44"	"2009"	"2009"	703	6896606	10.2
	"Division 9: Pacific"	"CENS-D9"	"35-44 years"	"35-44"	"2010"	"2010"	596	6859887	8.7
	"Division 9: Pacific"	"CENS-D9"	"35-44 years"	"35-44"	"2011"	"2011"	655	6837455	9.6
	"Division 9: Pacific"	"CENS-D9"	"35-44 years"	"35-44"	"2012"	"2012"	548	6844928	8.0
	"Division 9: Pacific"	"CENS-D9"	"35-44 years"	"35-44"	"2013"	"2013"	595	6839852	8.7
	"Division 9: Pacific"	"CENS-D9"	"35-44 years"	"35-44"	"2014"	"2014"	560	6876063	8.1
	"Division 9: Pacific"	"CENS-D9"	"35-44 years"	"35-44"	"2015"	"2015"	575	6906578	8.3
	"Division 9: Pacific"	"CENS-D9"	"35-44 years"	"35-44"	"2016"	"2016"	601	6902697	8.7
	"Division 9: Pacific"	"CENS-D9"	"35-44 years"	"35-44"	"2017"	"2017"	641	7015899	9.1
	"Division 9: Pacific"	"CENS-D9"	"35-44 years"	"35-44"	"2018"	"2018"	720	7093467	10.2
	"Division 9: Pacific"	"CENS-D9"	"45-54 years"	"45-54"	"2007"	"2007"	1025	6922988	14.8
	"Division 9: Pacific"	"CENS-D9"	"45-54 years"	"45-54"	"2008"	"2008"	1047	6997911	15.0
	"Division 9: Pacific"	"CENS-D9"	"45-54 years"	"45-54"	"2009"	"2009"	1100	7059418	15.6
	"Division 9: Pacific"	"CENS-D9"	"45-54 years"	"45-54"	"2010"	"2010"	966	7084442	13.6
	"Division 9: Pacific"	"CENS-D9"	"45-54 years"	"45-54"	"2011"	"2011"	956	7055873	13.5
	"Division 9: Pacific"	"CENS-D9"	"45-54 years"	"45-54"	"2012"	"2012"	859	7009457	12.3
	"Division 9: Pacific"	"CENS-D9"	"45-54 years"	"45-54"	"2013"	"2013"	812	6957689	11.7
	"Division 9: Pacific"	"CENS-D9"	"45-54 years"	"45-54"	"2014"	"2014"	842	6977337	12.1
	"Division 9: Pacific"	"CENS-D9"	"45-54 years"	"45-54"	"2015"	"2015"	764	6978505	10.9
	"Division 9: Pacific"	"CENS-D9"	"45-54 years"	"45-54"	"2016"	"2016"	680	6931213	9.8
	"Division 9: Pacific"	"CENS-D9"	"45-54 years"	"45-54"	"2017"	"2017"	697	6889141	10.1
	"Division 9: Pacific"	"CENS-D9"	"45-54 years"	"45-54"	"2018"	"2018"	718	6776920	10.6
	"Division 9: Pacific"	"CENS-D9"	"55-64 years"	"55-64"	"2007"	"2007"	444	5056970	8.8
	"Division 9: Pacific"	"CENS-D9"	"55-64 years"	"55-64"	"2008"	"2008"	511	5246166	9.7
	"Division 9: Pacific"	"CENS-D9"	"55-64 years"	"55-64"	"2009"	"2009"	634	5464504	11.6
	"Division 9: Pacific"	"CENS-D9"	"55-64 years"	"55-64"	"2010"	"2010"	618	5642695	11.0
	"Division 9: Pacific"	"CENS-D9"	"55-64 years"	"55-64"	"2011"	"2011"	651	5891864	11.0
	"Division 9: Pacific"	"CENS-D9"	"55-64 years"	"55-64"	"2012"	"2012"	608	5995173	10.1
	"Division 9: Pacific"	"CENS-D9"	"55-64 years"	"55-64"	"2013"	"2013"	739	6109740	12.1
	"Division 9: Pacific"	"CENS-D9"	"55-64 years"	"55-64"	"2014"	"2014"	760	6244924	12.2
	"Division 9: Pacific"	"CENS-D9"	"55-64 years"	"55-64"	"2015"	"2015"	768	6376929	12.0
	"Division 9: Pacific"	"CENS-D9"	"55-64 years"	"55-64"	"2016"	"2016"	778	6462189	12.0
	"Division 9: Pacific"	"CENS-D9"	"55-64 years"	"55-64"	"2017"	"2017"	770	6545605	11.8
	"Division 9: Pacific"	"CENS-D9"	"55-64 years"	"55-64"	"2018"	"2018"	793	6561911	12.1
	"Division 9: Pacific"	"CENS-D9"	"65-74 years"	"65-74"	"2007"	"2007"	56	2812433	2.0
	"Division 9: Pacific"	"CENS-D9"	"65-74 years"	"65-74"	"2008"	"2008"	101	2940560	3.4
	"Division 9: Pacific"	"CENS-D9"	"65-74 years"	"65-74"	"2009"	"2009"	116	3068161	3.8
	"Division 9: Pacific"	"CENS-D9"	"65-74 years"	"65-74"	"2010"	"2010"	120	3158470	3.8
	"Division 9: Pacific"	"CENS-D9"	"65-74 years"	"65-74"	"2011"	"2011"	107	3309867	3.2
	"Division 9: Pacific"	"CENS-D9"	"65-74 years"	"65-74"	"2012"	"2012"	152	3545742	4.3
	"Division 9: Pacific"	"CENS-D9"	"65-74 years"	"65-74"	"2013"	"2013"	171	3764240	4.5
	"Division 9: Pacific"	"CENS-D9"	"65-74 years"	"65-74"	"2014"	"2014"	207	3971990	5.2
	"Division 9: Pacific"	"CENS-D9"	"65-74 years"	"65-74"	"2015"	"2015"	209	4178240	5.0
	"Division 9: Pacific"	"CENS-D9"	"65-74 years"	"65-74"	"2016"	"2016"	236	4352553	5.4
	"Division 9: Pacific"	"CENS-D9"	"65-74 years"	"65-74"	"2017"	"2017"	266	4510126	5.9
	"Division 9: Pacific"	"CENS-D9"	"65-74 years"	"65-74"	"2018"	"2018"	253	4649902	5.4
	"Division 9: Pacific"	"CENS-D9"	"75-84 years"	"75-84"	"2007"	"2007"	38	1862899	2.0
	"Division 9: Pacific"	"CENS-D9"	"75-84 years"	"75-84"	"2008"	"2008"	30	1860381	1.6
	"Division 9: Pacific"	"CENS-D9"	"75-84 years"	"75-84"	"2009"	"2009"	35	1860079	1.9
	"Division 9: Pacific"	"CENS-D9"	"75-84 years"	"75-84"	"2010"	"2010"	33	1868270	1.8
	"Division 9: Pacific"	"CENS-D9"	"75-84 years"	"75-84"	"2011"	"2011"	29	1892419	1.5
	"Division 9: Pacific"	"CENS-D9"	"75-84 years"	"75-84"	"2012"	"2012"	32	1916669	1.7
	"Division 9: Pacific"	"CENS-D9"	"75-84 years"	"75-84"	"2013"	"2013"	25	1953174	1.3
	"Division 9: Pacific"	"CENS-D9"	"75-84 years"	"75-84"	"2014"	"2014"	30	2001566	1.5
	"Division 9: Pacific"	"CENS-D9"	"75-84 years"	"75-84"	"2015"	"2015"	54	2049657	2.6
	"Division 9: Pacific"	"CENS-D9"	"75-84 years"	"75-84"	"2016"	"2016"	39	2099743	1.9
	"Division 9: Pacific"	"CENS-D9"	"75-84 years"	"75-84"	"2017"	"2017"	47	2160691	2.2
	"Division 9: Pacific"	"CENS-D9"	"75-84 years"	"75-84"	"2018"	"2018"	43	2261134	1.9
	"Division 9: Pacific"	"CENS-D9"	"85+ years"	"85+"	"2007"	"2007"	18	745319	Unreliable
	"Division 9: Pacific"	"CENS-D9"	"85+ years"	"85+"	"2008"	"2008"	Suppressed	776139	Suppressed
	"Division 9: Pacific"	"CENS-D9"	"85+ years"	"85+"	"2009"	"2009"	11	808867	Unreliable
	"Division 9: Pacific"	"CENS-D9"	"85+ years"	"85+"	"2010"	"2010"	26	831060	3.1
	"Division 9: Pacific"	"CENS-D9"	"85+ years"	"85+"	"2011"	"2011"	12	875029	Unreliable
	"Division 9: Pacific"	"CENS-D9"	"85+ years"	"85+"	"2012"	"2012"	16	901008	Unreliable
	"Division 9: Pacific"	"CENS-D9"	"85+ years"	"85+"	"2013"	"2013"	15	918442	Unreliable
	"Division 9: Pacific"	"CENS-D9"	"85+ years"	"85+"	"2014"	"2014"	19	943700	Unreliable
	"Division 9: Pacific"	"CENS-D9"	"85+ years"	"85+"	"2015"	"2015"	22	967530	2.3
	"Division 9: Pacific"	"CENS-D9"	"85+ years"	"85+"	"2016"	"2016"	16	985448	Unreliable
	"Division 9: Pacific"	"CENS-D9"	"85+ years"	"85+"	"2017"	"2017"	21	994540	2.1
	"Division 9: Pacific"	"CENS-D9"	"85+ years"	"85+"	"2018"	"2018"	22	1008890	2.2
	"Division 9: Pacific"	"CENS-D9"	"Not Stated"	"NS"	"2007"	"2007"	Suppressed	Not Applicable	Not Applicable
	"Division 9: Pacific"	"CENS-D9"	"Not Stated"	"NS"	"2008"	"2008"	Suppressed	Not Applicable	Not Applicable
	"Division 9: Pacific"	"CENS-D9"	"Not Stated"	"NS"	"2009"	"2009"	Suppressed	Not Applicable	Not Applicable
	"Division 9: Pacific"	"CENS-D9"	"Not Stated"	"NS"	"2010"	"2010"	Suppressed	Not Applicable	Not Applicable
	"Division 9: Pacific"	"CENS-D9"	"Not Stated"	"NS"	"2011"	"2011"	Suppressed	Not Applicable	Not Applicable
	"Division 9: Pacific"	"CENS-D9"	"Not Stated"	"NS"	"2012"	"2012"	Suppressed	Not Applicable	Not Applicable
	"Division 9: Pacific"	"CENS-D9"	"Not Stated"	"NS"	"2013"	"2013"	Suppressed	Not Applicable	Not Applicable
	"Division 9: Pacific"	"CENS-D9"	"Not Stated"	"NS"	"2014"	"2014"	Suppressed	Not Applicable	Not Applicable
	"Division 9: Pacific"	"CENS-D9"	"Not Stated"	"NS"	"2015"	"2015"	Suppressed	Not Applicable	Not Applicable
	"Division 9: Pacific"	"CENS-D9"	"Not Stated"	"NS"	"2016"	"2016"	Suppressed	Not Applicable	Not Applicable
	"Division 9: Pacific"	"CENS-D9"	"Not Stated"	"NS"	"2017"	"2017"	Suppressed	Not Applicable	Not Applicable
	"Division 9: Pacific"	"CENS-D9"	"Not Stated"	"NS"	"2018"	"2018"	Suppressed	Not Applicable	Not Applicable
"---"
"Dataset: Multiple Cause of Death, 1999-2018"
"Query Parameters:"
"MCD - ICD-10 Codes: T40.0 (Opium); T40.1 (Heroin); T40.2 (Other opioids); T40.3 (Methadone); T40.4 (Other synthetic narcotics);"
"T40.6 (Other and unspecified narcotics)"
"Year/Month: 2007; 2008; 2009; 2010; 2011; 2012; 2013; 2014; 2015; 2016; 2017; 2018"
"Group By: Census Division; Ten-Year Age Groups; Year"
"Show Totals: Disabled"
"Show Zero Values: True"
"Show Suppressed: True"
"Calculate Rates Per: 100,000"
"Rate Options: Default intercensal populations for years 2001-2009 (except Infant Age Groups)"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/mcd.html for more information."
"---"
"Query Date: Feb 25, 2020 2:16:10 PM"
"---"
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. Multiple Cause of Death"
"1999-2018 on CDC WONDER Online Database, released in 2020. Data are from the Multiple Cause of Death Files, 1999-2018, as"
"compiled from data provided by the 57 vital statistics jurisdictions through the Vital Statistics Cooperative Program. Accessed"
"at http://wonder.cdc.gov/mcd-icd10.html on Feb 25, 2020 2:16:10 PM"
"---"
Messages:
"1. Totals are not available for these results due to suppression constraints. More Information:"
"http://wonder.cdc.gov/wonder/help/faq.html#Privacy."
"---"
Caveats:
"1. As of April 3, 2017, the underlying cause of death has been revised for 125 deaths in 2014. More information:"
"http://wonder.cdc.gov/wonder/help/mcd.html#2014-Revision."
"2. Circumstances in Georgia for the years 2008 and 2009 have resulted in unusually high death counts for the ICD-10 cause of"
"death code R99, ""Other ill-defined and unspecified causes of mortality."" Caution should be used in interpreting these data."
"More information: http://wonder.cdc.gov/wonder/help/mcd.html#Georgia-Reporting-Anomalies."
"3. Circumstances in New Jersey for the year 2009 have resulted in unusually high death counts for the ICD-10 cause of death code"
"R99, ""Other ill-defined and unspecified causes of mortality"" and therefore unusually low death counts in other ICD-10 codes,"
"most notably R95, ""Sudden Infant Death Syndrome"" and X40-X49, ""Unintentional poisoning."" Caution should be used in"
"interpreting these data. More information: http://wonder.cdc.gov/wonder/help/mcd.html#New-Jersey-Reporting-Anomalies."
"4. Data are Suppressed when the data meet the criteria for confidentiality constraints. More information:"
"http://wonder.cdc.gov/wonder/help/mcd.html#Assurance of Confidentiality."
"5. Death rates are flagged as Unreliable when the rate is calculated with a numerator of 20 or less. More information:"
"http://wonder.cdc.gov/wonder/help/mcd.html#Unreliable."
"6. Deaths of persons with Age ""Not Stated"" are included in ""All"" counts and rates, but are not distributed among age groups,"
"so are not included in age-specific counts, age-specific rates or in any age-adjusted rates. More information:"
"http://wonder.cdc.gov/wonder/help/mcd.html#Not Stated."
"7. The population figures for year 2018 are bridged-race estimates of the July 1 resident population, from the Vintage 2018"
"postcensal series released by NCHS on June 25, 2019. The population figures for year 2017 are bridged-race estimates of the July"
"1 resident population, from the Vintage 2017 postcensal series released by NCHS on June 27, 2018. The population figures for"
"year 2016 are bridged-race estimates of the July 1 resident population, from the Vintage 2016 postcensal series released by NCHS"
"on June 26, 2017. The population figures for year 2015 are bridged-race estimates of the July 1 resident population, from the"
"Vintage 2015 postcensal series released by NCHS on June 28, 2016. The population figures for year 2014 are bridged-race"
"estimates of the July 1 resident population, from the Vintage 2014 postcensal series released by NCHS on June 30, 2015. The"
"population figures for year 2013 are bridged-race estimates of the July 1 resident population, from the Vintage 2013 postcensal"
"series released by NCHS on June 26, 2014. The population figures for year 2012 are bridged-race estimates of the July 1 resident"
"population, from the Vintage 2012 postcensal series released by NCHS on June 13, 2013. Population figures for 2011 are"
"bridged-race estimates of the July 1 resident population, from the county-level postcensal Vintage 2011 series released by NCHS"
"on July 18, 2012. Population figures for 2010 are April 1 Census counts. The population figures for years 2001 - 2009, are"
"bridged-race estimates of the July 1 resident population, from the revised intercensal county-level 2000 - 2009 series released"
"by NCHS on October 26, 2012. Population figures for 2000 are April 1 Census counts. Population figures for 1999 are from the"
"1990-1999 intercensal series of July 1 estimates. Population figures for Infant Age Groups are the number of live births."
"<br/><b>Note:</b> Rates and population figures for years 2001 - 2009 differ slightly from previously published reports, due to"
"use of the population estimates which were available at the time of release."
"8. The population figures used in the calculation of death rates for the age group 'under 1 year' are the estimates of the"
"resident population that is under one year of age. More information: http://wonder.cdc.gov/wonder/help/mcd.html#Age Group."
"9. Changes to cause of death classification affect reporting trends. More information:"
"http://wonder.cdc.gov/wonder/help/mcd.html#ICD-10 Changes."
